English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style,hero,degree_score,betweenness_score,faction_id,Cross_Index,Loyalty_Score
MANDARIN,满大人,男,反派,科技,通过十枚外星科技戒指获得多种超能力，包括能量投射、物质操控、心灵控制等。,是,1,十戒帮,无,8,孤傲,MANDARIN,0.0344505066250974,0.0007076388293654,0,0.6853,0.2172
ZEUS,宙斯,男,中立,神力,奥林匹斯众神之王，拥有超人的力量、速度、耐力，能操控雷电和天气，近乎不朽。,是,1,奥林匹斯众神,无,9,孤傲,ZEUS,0.034294621979735,0.0005937309301232,6,0.6826,0.0545
RED GHOST/IVAN KRAGO,红幽灵/伊万·克拉戈,男,反派,科技,苏联科学家，通过实验获得心灵感应能力，能控制三只经过强化的太空猿猴，使用先进武器作战。,否,0,无固定阵营（曾为苏联特工，后独立行动）,无,5,孤傲,RED GHOST/IVAN KRAGO,0.0339828526890101,0.0014354970234268,0,0.526,0.2156
JOCASTA,乔卡斯塔,非人类,正派,科技,由奥创创造的女性机器人，拥有超级力量、飞行能力、能量发射和快速信息处理能力，常协助复仇者联盟。,否,0,复仇者联盟,奥创,3,忠诚助手,JOCASTA,0.0338269680436477,0.0007295051229287,0,0.5685,0.4654
SYNCH/EVERETT THOMAS,同步/埃弗里特·托马斯,男,正派,变异,能同步并复制周围变种人的超能力，范围可达数英里，并能同时使用多种能力。,否,0,X战警,暴风女,4,团队核心,SYNCH/EVERETT THOMAS,0.0336710833982852,0.0016262616972088,12,0.7441,0.3056
THINKER,思考者,男,反派,科技,通过脑波增强装置获得超级智力、心灵感应和精神控制能力，能操控他人思想和电子设备。,否,0,邪恶大师,无,6,孤傲,THINKER,0.0335151987529228,0.000644079218494,3,0.6566,0.2233
SHATTERSTAR II/GAVEE,碎星二代/加维,男,正派,变异,拥有超人类力量、速度、敏捷性和耐力，能发射能量冲击波，精通多种格斗技巧。,否,0,X战警,金刚狼,4,团队核心,SHATTERSTAR II/GAVEE,0.0333593141075604,0.0006428053447389,12,0.6999,0.3037
HYDROMAN/MORRIE BENC,水人/莫里·本奇,男,反派,变异,身体可转化为液态水，控制水流进行攻击、防御和移动，免疫物理伤害。,否,0,邪恶六人组,章鱼博士,5,孤傲,HYDROMAN/MORRIE BENC,0.0333593141075604,0.0002730615068353,1,0.7231,0.2477
CALIBAN/,卡利班,非人类,反派,变异,拥有感知变种人位置的能力，并能追踪变种人，自身具有超强适应力。,是,1,天启四骑士,天启,4,孤傲,CALIBAN/,0.0332034294621979,0.0005230831507683,12,0.6497,0.1549
THUNDERBALL/DR. ELIO,雷球/埃利奥博士,男,反派,科技,使用高科技重力控制装置，能操纵重力场攻击敌人或制造防御屏障。,否,0,邪恶大师,无明确核心导师,5,团队协作,THUNDERBALL/DR. ELIO,0.0330475448168355,0.0003352088960123,6,0.6481,0.2123
"KELLY, SEN. ROBERT E",罗伯特·E·凯利参议员,男,反派,格斗,无超能力，依靠政治权力和影响力推动反变种人法案，擅长政治操纵和舆论引导。,否,0,美国政府/反变种人阵营,无,4,政客/煽动者,"KELLY, SEN. ROBERT E",0.0330475448168355,0.0004856244883861,12,0.6933,0.1415
FIREBIRD/BONITA JUAR,火鸟/博妮塔·胡尔,女,正派,神力,拥有飞行、能量投射、火焰操控、超强力量与耐力，以及治愈能力，源自美洲原住民神灵的祝福。,否,0,复仇者联盟,无明确核心导师,4,团队核心,FIREBIRD/BONITA JUAR,0.0328916601714731,0.0001461914165207,0,0.4834,0.5308
COUNTERWEIGHT II/KAT,平衡者II/凯特,女,正派,科技,通过先进外骨骼装甲增强力量、速度和防御，配备能量武器和战术分析系统，执行高难度特种任务。,否,0,神盾局,尼克·弗瑞,4,团队核心,COUNTERWEIGHT II/KAT,0.0328916601714731,0.0006026802505902,3,0.7195,0.3128
CHAMBER/JONOTHON STA,钱伯/乔纳森·斯塔,男,正派,变异,体内能产生强大能量爆炸，胸口和喉咙有能量核心，可发射能量冲击波，具有飞行能力。,否,0,X战警,X教授,4,孤傲,CHAMBER/JONOTHON STA,0.0327357755261106,0.0016164724776142,12,0.7721,0.2667
PEATOR,皮特,男,正派,变异,拥有超强自愈能力和骨骼再生能力，可快速恢复任何伤势，包括致命伤。,否,0,X战警,X教授,3,团队核心,PEATOR,0.0327357755261106,0.000230053222453,0,0.4944,0.5
VASHTI,瓦什蒂,女,反派,变异,拥有超强体能、飞行能力、能量投射和心灵感应，是克里帝国（Kree）的超级战士。,否,0,克里帝国,至高智慧,7,孤傲,VASHTI,0.0327357755261106,0.0006782051705355,5,0.7177,0.1571
LEECH,水蛭,男,正派,变异,能抑制周围变种人的超能力，使其暂时失效，但对非变种人无效。,否,0,X战警,X教授,2,内向依赖,LEECH,0.0325798908807482,0.0006605117972061,12,0.6832,0.3493
MISTER HYDE/CALVIN Z,海德先生/卡尔文·扎博,男,反派,变异,通过化学药剂获得超强力量、耐力与再生能力，但会失去理智，体型巨大化。,否,0,无固定阵营，常作为雇佣反派或独立行动,无明确导师,6,孤傲/易怒,MISTER HYDE/CALVIN Z,0.0324240062353858,0.0003502557485475,1,0.6667,0.274
IGOR,伊戈尔,非人类,反派,科技,作为钢铁侠的反派装甲，拥有强大火力、飞行能力和能量武器，由人工智能控制，无自主意识。,否,0,无,无,6,无社交,IGOR,0.0324240062353858,0.0001304390602464,0,0.4854,0.226
MIKHLO,米克洛,男,反派,变异,拥有超强再生能力，身体可快速修复损伤，并具备超越常人的力量与耐力。,否,0,无固定阵营,无,6,孤傲,MIKHLO,0.0324240062353858,0.0001304390602464,0,0.4854,0.226
DEADPOOL/JACK/WADE W,死侍/韦德·威尔逊,男,中立,变异,拥有超强自愈因子，几乎不死，精通各种格斗技巧和武器使用，经常打破第四面墙与观众互动。,是,3,X特攻队,无固定导师,7,话痨/混乱中立/打破第四面墙,DEADPOOL/JACK/WADE W,0.0324240062353858,0.0024189320420929,12,0.8391,0.0144
"MADDICKS, ARTHUR ART",亚瑟·阿特·马迪克斯,男,反派,变异,能够通过接触吸收他人生命力，转化为自身能量并延缓衰老，但需定期补充。,否,0,无固定阵营,无,4,孤僻,"MADDICKS, ARTHUR ART",0.0321122369446609,0.000629973076344,12,0.6941,0.1553
SPIRAL,螺旋,女,反派,魔法,精通传送魔法，拥有六只手臂，擅长剑术和幻术，能操控现实和时空。,否,0,无固定核心阵营（常为雇佣兵或反派组织成员）,无明确核心导师,7,孤傲/雇佣兵,SPIRAL,0.0321122369446609,0.0005491833116944,12,0.6511,0.1311
"LUMPKIN, WILLIAM WIL",威廉·威尔·伦普金,男,正派,科技,天才级工程师和机械师，擅长设计、制造和维护高科技设备，尤其精通神盾局技术系统。,是,约5部,神盾局,尼克·弗瑞,2,团队支持者,"LUMPKIN, WILLIAM WIL",0.0321122369446609,0.0004437821868953,1,0.5775,0.4757
WHIPLASH/MARK SCARLO,鞭索/马克·斯卡洛,男,反派,科技,使用自制的电鞭和动力外骨骼装甲，拥有强大的近战攻击和能量输出能力。,是,1,无固定阵营（独立反派）,无,6,孤傲,WHIPLASH/MARK SCARLO,0.0321122369446609,0.0008191586833179,0,0.7265,0.1893
FIRELORD/PYREUS KRIL,火焰领主/派瑞斯·克里尔,非人类,正派,宇宙能量,作为行星吞噬者的使者，拥有宇宙能量赋予的飞行、能量发射、超强力量与耐力，并能操控火焰与高温。,否,0,行星吞噬者使者,行星吞噬者,7,忠诚执行者,FIRELORD/PYREUS KRIL,0.0321122369446609,0.000253116117636,6,0.637,0.432
"CORBEAU, DR. PETER",彼得·科博博士,男,正派,科技,作为天文学家，他拥有卓越的智力，并利用科技设备（如望远镜）进行观测和预警，无直接战斗超能力。,否,0,神盾局（S.H.I.E.L.D.）,尼克·弗瑞,2,专业严谨,"CORBEAU, DR. PETER",0.0321122369446609,0.0005575238537692,12,0.6534,0.3786
NOMAD III/JACK MONRO,流浪者三世/杰克·门罗,男,正派,科技,使用高科技战斗服，具备飞行、能量发射、增强力量与防御能力，精通战术与格斗技巧。,否,0,美国队长团队/复仇者联盟,美国队长（史蒂夫·罗杰斯）,3,忠诚追随者/团队协作,NOMAD III/JACK MONRO,0.031800467653936,0.0005019853052014,8,0.7576,0.2108
BARON STRUCKER/WOLFG,斯特拉克男爵/沃尔夫冈·冯·斯特拉克,男,反派,科技,无直接超能力，但精通军事战略、科学研究和基因工程，领导九头蛇组织并利用高科技武器和改造士兵作战。,是,2,九头蛇,红骷髅,8,冷酷/阴谋家,BARON STRUCKER/WOLFG,0.0321122369446609,0.0029086795903769,8,0.7999,0.1117
"SITWELL, JASPER",贾斯珀·西特韦尔,男,反派,格斗,无超能力，接受过专业特工训练，擅长枪械、格斗和情报分析。,是,3,九头蛇,亚历山大·皮尔斯,3,双重间谍,"SITWELL, JASPER",0.031800467653936,0.0007689549397743,0,0.7256,0.1863
WHIRLWIND/DAVID CANN,旋风/大卫·坎恩,男,反派,变异,通过变异获得超高速旋转能力，可制造旋风、快速移动并增强攻击力，常使用金属爪作为武器。,否,0,邪恶大师,泽莫男爵,4,孤傲,WHIRLWIND/DAVID CANN,0.031800467653936,0.0001121390352526,0,0.5621,0.2745
DEATHBIRD [SHI'AR],死亡鸟,女,反派,变异,拥有超人的力量、速度、耐力、飞行能力、再生能力和能量爪，是希阿帝国皇室成员。,否,0,希阿帝国,无特定核心导师,7,野心勃勃/皇室权谋,DEATHBIRD [SHI'AR],0.0316445830085736,0.0004453389086311,12,0.6598,0.0936
TRIATHLON/DELROY GAR,三项全能/德尔罗伊·加尔,男,正派,变异,德尔罗伊·加尔通过外星科技获得超人类体能，包括超级力量、速度、耐力、敏捷性、反射神经和自愈能力，使他成为顶尖的运动员和战士。,否,0,复仇者联盟,尼克·弗瑞,4,团队核心,TRIATHLON/DELROY GAR,0.031800467653936,0.0002525628315822,0,0.6372,0.3529
WHIZZER/ROBERT L. FR,旋风侠/罗伯特·L·弗兰克,男,正派,变异,通过实验血清获得超高速移动能力，能以极快速度奔跑，反应敏捷，但能力不稳定。,否,0,复仇者联盟,美国队长,3,团队合作者,WHIZZER/ROBERT L. FR,0.0316445830085736,0.0003290761861774,0,0.5121,0.4901
CORSAIR,海盗,男,正派,科技,星际海盗船长，精通太空战斗、外星科技和战术指挥，无超能力但经验丰富。,否,0,星际海盗（星际海盗团）,无,4,领导型/冒险家,CORSAIR,0.0313328137178487,0.0002579184033562,12,0.5975,0.398
EXECUTIONER II/SKURG,刽子手二世/斯库格,男,反派,变异,拥有超人的力量、耐力和再生能力，能举起约25吨重物，皮肤可抵抗常规武器攻击。,否,0,无固定核心阵营,无,5,孤傲,EXECUTIONER II/SKURG,0.0313328137178487,0.0002356032617408,6,0.6091,0.2139
COUNTERWEIGHT/JACK P,平衡者/杰克·P,男,中立,科技,通过先进外骨骼系统操控重力场，可局部改变物体重量或制造反重力区域，用于战术平衡与干扰。,否,0,无固定阵营,无,4,孤傲,COUNTERWEIGHT/JACK P,0.0311769290724863,0.0005909942388524,3,0.7026,0.055
SILVER SABLE,银貂,女,中立,格斗,世界级格斗家、战术专家、精通多种武器，无超能力但体能和技巧顶尖。,否,0,银貂国际,无,4,孤傲,SILVER SABLE,0.0311769290724863,0.00068182066114,1,0.7517,0.055
LIGHTSPEED/JULIE POW,光速/朱莉·鲍,女,正派,变异,能够以超光速飞行，在高速状态下产生能量场保护自身，并能利用速度进行攻击和防御。,否,0,新勇士,无明确核心导师,3,团队合作者,LIGHTSPEED/JULIE POW,0.0311769290724863,0.0005909942388524,3,0.7026,0.32
MASTER MOLD II,主脑二代,非人类,反派,科技,巨型哨兵机器人制造者，能自我复制、控制哨兵军团、分析变种人基因弱点、具备高级人工智能和战略指挥能力。,否,0,哨兵机器人,玻利瓦尔·崔斯克,9,冷酷无情,MASTER MOLD II,0.0311769290724863,0.0005240023977361,12,0.6754,0.13
MAGMA/AMARA AQUILLA/,熔岩/阿玛拉·阿奎拉,女,正派,变异,能够操控岩浆和火山活动，产生高温熔岩流，并增强自身力量和耐力。,否,0,新变种人,暴风女,4,团队核心,MAGMA/AMARA AQUILLA/,0.0310210444271239,0.0005873292395694,12,0.6164,0.397
CARGIL/JOANNA CARGIL,乔安娜·卡吉尔,女,反派,变异,拥有超人的力量、耐力、速度和飞行能力，皮肤可抵抗常规攻击。,否,0,邪恶变种人兄弟会,万磁王,6,忠诚执行者,CARGIL/JOANNA CARGIL,0.030709275136399,0.0002579009014766,12,0.6656,0.1574
"STANKOWICZ, FABIAN",法比安·斯坦科维奇,男,正派,格斗,前神盾局特工，精通格斗、枪械和战术，无超能力，依靠训练和装备执行任务。,否,0,神盾局,尼克·弗瑞,3,忠诚可靠,"STANKOWICZ, FABIAN",0.0308651597817614,0.0002953885315765,8,0.629,0.3636
WEREWOLF BY NIGHT/JA,午夜狼人/杰克·拉塞尔,男,正派,变异,在满月时变身为狼人，拥有超强力量、速度、感官和自愈能力，可部分控制变身。,是,1,午夜之子,塔隆,5,孤傲,WEREWOLF BY NIGHT/JA,0.0305533904910366,0.0020327305413259,0,0.5576,0.5102
ATTUMA,阿图玛,男,反派,变异,亚特兰蒂斯人，拥有水下呼吸、超强力量、耐力及水下高速移动能力，能操控海洋生物。,否,0,亚特兰蒂斯,纳摩,7,野心勃勃的征服者,ATTUMA,0.0305533904910366,0.0002728867048639,0,0.5904,0.2245
KISMET/J'RIDIA STARD,天命/贾里迪亚·斯塔德,女,正派,宇宙能量,拥有宇宙能量，能飞行、发射能量束、感知多元宇宙事件，具备超强力量和再生能力。,否,0,天命者,无明确导师,7,孤傲,KISMET/J'RIDIA STARD,0.0303975058456742,0.0007757883588926,0,0.6331,0.4256
GRANDMASTER/EN DWI G,宗师/恩·杜维·加斯特,非人类,中立,宇宙能量,拥有近乎不朽的寿命和宇宙级能量操控能力，能创造维度、操控物质，是宇宙长老之一。,是,1,宇宙长老,无,7,享乐主义/游戏人间,GRANDMASTER/EN DWI G,0.0303975058456742,0.0003281626087856,0,0.4837,0.0564
MAGUS,马格斯,男,反派,神力,拥有强大的宇宙神力，能操控现实、时间与空间，是亚当术士的邪恶未来版本。,否,0,无固定阵营,无,9,孤傲,MAGUS,0.0302416212003117,7.076027533554141e-05,7,0.4262,0.0825
CALLISTO,卡利斯托,女,反派,变异,拥有超人的感官，包括超级视觉、听觉、嗅觉和触觉，以及超强的平衡感和反射神经，使其成为顶尖的追踪者和格斗家。,否,0,莫洛克人,无,4,孤傲,CALLISTO,0.0303975058456742,0.0002486091624525,12,0.6468,0.1385
AJAK/TECUMOTZIN [ETE,阿贾克/特库莫钦,男,正派,神力,永恒族领袖，拥有超强力量、飞行、能量投射和心灵感应能力，能与其他永恒族成员建立心灵链接。,是,1,永恒族,天神组,6,团队核心,AJAK/TECUMOTZIN [ETE,0.0299298519095869,0.000258278951139,0,0.4997,0.5052
FIREFIST/RUSTY COLLI,火拳/拉斯蒂·科利,男,反派,变异,能够从双手发射强大的火焰能量，产生爆炸和高温冲击波，具备飞行能力。,否,0,无固定核心阵营,无,6,孤傲,FIREFIST/RUSTY COLLI,0.0297739672642244,0.0002393920608987,12,0.6175,0.178
SKIDS/SALLY BLEVINS,滑行者/莎莉·布莱文斯,女,正派,变异,能够生成力场滑行表面，在表面快速滑行并反弹攻击，具备一定能量吸收能力。,否,0,X战警,X教授,3,团队合作者,SKIDS/SALLY BLEVINS,0.029618082618862,0.0003366837326241,12,0.6507,0.3053
TIGER SHARK/TODD ARL,虎鲨/托德·阿尔,男,反派,变异,通过基因改造获得鲨鱼般的水下生存能力、超强力量、速度和锋利牙齿，可在水中自由呼吸和高速游动。,否,0,邪恶大师,无,6,孤傲,TIGER SHARK/TODD ARL,0.0297739672642244,0.0004089797301475,8,0.6678,0.2094
HOBGOBLIN V/JASON PH,第五代绿魔/杰森·菲利普·海登,男,反派,科技,使用绿魔科技装备，包括飞行滑翔翼、南瓜炸弹、强化力量与敏捷的装甲服，无超能力。,否,0,无固定阵营（偶尔与邪恶六人组等反派合作）,无明确导师（继承绿魔身份）,6,孤傲/犯罪策划者,HOBGOBLIN V/JASON PH,0.0297739672642244,0.0009452836574181,1,0.7683,0.1099
KARMA/XI'AN COY MANH,业力/西安·科伊·曼,女,正派,变异,心灵感应与精神控制，可同时操控多人意识，但需承受被控者痛苦记忆反噬。,否,0,X战警,X教授,5,内向坚韧,KARMA/XI'AN COY MANH,0.029618082618862,0.0002207426947849,12,0.6027,0.3842
DEATHLOK III/MICHAEL,死亡战士III/迈克尔·柯林斯,男,正派,科技,半机械生化人，拥有超级力量、速度、耐力，配备内置武器系统，具备战术分析能力。,否,0,神盾局,尼克·弗瑞,4,孤傲,DEATHLOK III/MICHAEL,0.0294621979734996,0.0035514708546833,10,0.6998,0.3651
MR. SINISTER/NATHAN,凶兆先生/纳撒尼尔·埃塞克斯,男,反派,变异/科技,拥有超强智力、基因操控能力、心灵感应、再生能力，并能通过科技手段改造变种人。,否,0,地狱火俱乐部/凶兆之子,天启,9,孤傲/操纵者,MR. SINISTER/NATHAN,0.0294621979734996,0.0006681290777024,12,0.7025,0.0899
VIZIER,维齐尔,男,反派,魔法,维齐尔是强大的魔法师，精通各种黑魔法，能操控能量、召唤恶魔，并拥有强大的精神控制能力。,否,0,无固定核心阵营,无,7,孤傲,VIZIER,0.0294621979734996,0.0004167434480467,6,0.6877,0.1058
HYPERION,亥伯龙,男,正派,神力,拥有超人般的力量、速度、飞行能力、热视线和超级感官，身体强度极高，近乎不朽。,否,0,复仇者联盟,尼克·弗瑞,8,团队核心,HYPERION,0.0294621979734996,0.0011933594849655,0,0.6863,0.328
FORGOTTEN ONE/GILGAM,遗忘者/吉尔伽姆,男,正派,神力,拥有不朽生命、超强力量、速度、耐力及飞行能力，是地球最古老的超人类之一，曾参与对抗天神组。,否,0,永恒族,阿贾克,4,孤傲,FORGOTTEN ONE/GILGAM,0.0291504286827747,0.0001656160166448,0,0.6613,0.3583
MAD DOG/COLONEL BUZZ,疯狗/巴兹上校,男,反派,科技,通过改造获得超强体能和反应速度，精通各种武器和战术，是训练有素的士兵和刺客。,否,0,无固定核心阵营，常作为雇佣兵或反派打手出现,无明确核心导师,4,孤傲/雇佣兵,MAD DOG/COLONEL BUZZ,0.0293063133281371,0.0005737299404829,7,0.6807,0.1543
"ARBOGAST, BAMBI",班比·阿博加斯特,女,正派,科技,作为神盾局特工，她精通情报分析、战术策划和先进科技设备操作，拥有出色的战斗技巧和领导能力。,是,1,神盾局,尼克·弗瑞,3,团队核心,"ARBOGAST, BAMBI",0.0291504286827747,0.0008970433352106,0,0.739,0.2834
MAN-THING/THEODORE T,类人体/西奥多·萨利斯,非人类,中立,魔法,能感知恐惧并释放酸性触手攻击，与万物之绿相连，可穿越维度。,否,0,午夜之子,无,5,孤傲,MAN-THING/THEODORE T,0.0293063133281371,0.0030152999044937,0,0.7081,0.0532
ABOMINATION/EMIL BLO,憎恶/埃米尔·布朗斯基,男,反派,变异,通过注射超级士兵血清和伽马辐射变异，拥有远超绿巨人的力量、速度和耐力，但无法恢复人形。,是,2,无固定阵营,撒迪厄斯·罗斯将军,8,孤傲,ABOMINATION/EMIL BLO,0.0291504286827747,0.0020638135206935,0,0.6529,0.1658
"ROSENTHAL, BERNIE",伯尼·罗森塔尔,男,正派,科技,作为神盾局特工，他擅长使用高科技装备和战术分析，没有超能力，但具备出色的战斗和情报技能。,否,0,神盾局,尼克·弗瑞,3,团队合作,"ROSENTHAL, BERNIE",0.0289945440374123,0.0003513697369178,8,0.6858,0.3172
LEADER/SAM STERNS,大头目/塞缪尔·斯特恩斯,男,反派,变异,因伽马辐射变异，拥有超常智力、心灵感应、精神控制及能量投射能力，但身体脆弱。,否,0,无固定阵营（常作为独立反派或与其他反派合作）,无,8,孤傲/操控者,LEADER/SAM STERNS,0.0291504286827747,0.000471405444305,0,0.541,0.1444
KARNILLA [ASGARDIAN],卡尼拉,女,中立,魔法,强大的阿斯加德女巫，精通各种魔法，包括预言、变形、能量操控和心灵控制，是阿斯加德最强大的魔法使用者之一。,否,0,阿斯加德,无明确核心导师,7,孤傲,KARNILLA [ASGARDIAN],0.0289945440374123,0.0004029874018695,6,0.6539,0.0376
SELENE,赛琳娜,女,反派,魔法,古老女巫，拥有心灵感应、能量吸收、不朽生命、操控死灵等黑暗魔法能力。,否,0,地狱火俱乐部/外部者,无明确核心导师,8,孤傲/操纵者,SELENE,0.0288386593920498,0.000706226356558,12,0.6729,0.1351
GYPSY MOTH,吉普赛蛾,女,反派,科技,通过特制服装获得飞行能力、能量投射和超强力量，擅长空中格斗和战术突袭。,否,0,邪恶大师,泽莫男爵,5,孤傲,GYPSY MOTH,0.0288386593920498,0.0001916811582908,0,0.4861,0.1568
BLACK GOLIATH/DR. WI,黑歌利亚/威廉·福斯特博士,男,正派,科技,通过皮姆粒子科技，能巨大化至约15米高，获得超强力量与耐力，但维持时间有限。,否,0,复仇者联盟,汉克·皮姆,3,团队合作,BLACK GOLIATH/DR. WI,0.0288386593920498,0.0004408864033982,0,0.6233,0.373
PILEDRIVER II/BRIAN,打桩机二世/布莱恩,男,反派,科技,佩戴机械外骨骼，大幅增强力量与耐力，能承受重击并执行高强度破坏任务。,否,0,邪恶大师,无,4,团队执行者,PILEDRIVER II/BRIAN,0.0286827747466874,0.0001839557015907,6,0.5869,0.212
PRINCESS PYTHON/ZELD,蟒蛇公主/泽尔德,女,反派,变异,拥有与蟒蛇沟通和控制蟒蛇的能力，身体柔韧性和格斗技巧出色。,否,0,邪恶大师,无,4,孤傲,PRINCESS PYTHON/ZELD,0.028526890101325,0.0002230483144081,8,0.6535,0.1967
LIVING TRIBUNAL,生命法庭,非人类,中立,神力,作为漫威多元宇宙的至高实体，拥有近乎全能的宇宙级力量，负责维持多元宇宙的平衡与秩序，其裁决不可违背。,否,0,无固定阵营,无,10,孤傲,LIVING TRIBUNAL,0.028526890101325,0.0003762974047858,7,0.4722,0.0601
COLLECTOR/TANELEER T,收藏家/坦利亚·蒂万,非人类,中立,宇宙能量,拥有宇宙长老级别的强大力量，包括超长寿命、能量操控和物质重组能力，但主要专注于收集宇宙稀有物品。,是,2,宇宙长老,无明确导师,6,孤傲,COLLECTOR/TANELEER T,0.028526890101325,0.000458962239933,0,0.561,0.0601
GATEWAY,传送门,男,中立,宇宙能量,拥有心灵传送能力，能打开传送门连接不同地点，并具备心灵感应和预知能力。,否,0,X战警,无,3,孤傲,GATEWAY,0.0283710054559625,0.0003167805533466,12,0.6967,0.011
ULTRON,奥创,非人类,反派,科技,拥有超强人工智能、自我复制、意识转移、控制网络与机械、能量发射等能力，致力于消灭人类。,是,1,无（独立反派，曾短暂控制复仇者联盟基地）,汉克·皮姆（漫画）/托尼·斯塔克（MCU）,9,孤傲,ULTRON,0.028526890101325,0.0002309074887261,0,0.6217,0.1639
RINGMASTER/MAYNARD T,马戏团团长/梅纳德·T,男,反派,科技,通过高科技头盔发射催眠光线，能控制他人思想和行为。,否,0,马戏团犯罪团伙,无,4,操纵者,RINGMASTER/MAYNARD T,0.028526890101325,0.0004122563156675,8,0.6862,0.1803
DARK BEAST/HENRY MCC,黑暗野兽/亨利·麦考伊,男,反派,变异,拥有超人的力量、速度、敏捷性和感官，以及野兽般的利爪和毛发，但比主宇宙的野兽更残忍、更具攻击性。,否,0,邪恶变种人兄弟会,天启,7,孤傲/残忍,DARK BEAST/HENRY MCC,0.0283710054559625,0.0006569603983606,12,0.6168,0.1319
SILVER SAMURAI/KENYU,银武士/健由,男,反派,科技/格斗,精通剑术与格斗，身穿高科技银武士盔甲，盔甲可释放能量冲击波，并具有超强防御力。,否,0,暂无固定核心阵营,暂无,6,孤傲,SILVER SAMURAI/KENYU,0.0283710054559625,0.0010081473242518,12,0.7082,0.1429
"LEEDS, NED",内德·利兹,男,正派,科技,作为蜘蛛侠的得力助手，擅长使用电脑技术提供远程支援和情报分析，无直接超能力。,是,3,蜘蛛侠团队,彼得·帕克,2,团队核心,"LEEDS, NED",0.0282151208106001,0.000190460091569,1,0.658,0.2818
"LEE, STAN",斯坦·李,男,中立,非超人类,作为漫威宇宙的创作者之一，没有超能力，但以客串角色身份出现在多个漫威作品中。,是,约20部,无,无,1,友好客串,"LEE, STAN",0.0282151208106001,0.0002384530607365,1,0.6144,0.0331
CRIMSON COWL II/,绯红兜帽二世,男,反派,科技,身穿高科技装甲，具备飞行、能量发射、隐形、增强力量与防御能力，并配备多种武器系统。,否,0,雷霆特工队,泽莫男爵,6,孤傲,CRIMSON COWL II/,0.0282151208106001,0.0002818413547033,8,0.6702,0.1823
DR. SPECTRUM/JOSEPH,光谱博士/约瑟夫,男,正派,宇宙能量,通过光谱棱镜操控宇宙能量，可发射能量束、飞行、创造能量场和吸收能量。,否,0,复仇者联盟,光谱博士（莫妮卡·朗博）,4,团队核心,DR. SPECTRUM/JOSEPH,0.0280592361652377,0.001160861372859,0,0.6641,0.3333
MODOK/GEORGE TARLETO,魔多客/乔治·塔尔顿,男,反派,科技,拥有巨大头部和悬浮身体，具备超强智力、心灵感应、能量发射和飞行能力，是A.I.M.的领导者。,是,1,先锋科技(A.I.M.),无,8,孤傲/控制欲强,MODOK/GEORGE TARLETO,0.0280592361652377,0.0001914152770937,0,0.6475,0.2
BROTHER VOODOO/DANIE,巫毒兄弟/丹尼尔·德拉姆,男,正派,魔法,精通巫毒魔法，能召唤灵体、操控火焰、附身他人，并拥有强大的精神感应和治愈能力。,否,0,午夜之子,杰里科·德拉姆,4,沉稳内敛,BROTHER VOODOO/DANIE,0.0279033515198752,0.0012670749929108,0,0.5126,0.5419
SUPER SKRULL/KL'RT,超级斯克鲁人/克拉特,男,反派,变异,拥有神奇四侠所有成员的超能力，包括隐形、伸缩、火焰控制和岩石皮肤，由斯克鲁帝国基因改造而成。,否,0,斯克鲁帝国,无,8,忠诚战士,SUPER SKRULL/KL'RT,0.0277474668745128,0.0003881530801578,0,0.5831,0.2022
FERAL/MARIA CALLASAN,野性/玛丽亚·卡拉桑,女,反派,变异,拥有猫科动物的超强感官、敏捷性、利爪和再生能力，能像猫一样攀爬和跳跃。,否,0,掠夺者,掠夺者（团队）,4,孤傲,FERAL/MARIA CALLASAN,0.0277474668745128,0.0004664332645116,12,0.6803,0.1292
BULLDOZER/HENRY CAMP,推土机/亨利·坎普,男,反派,科技,身穿重型装甲，拥有超强力量和防御力，能高速冲撞摧毁目标，是邪恶组织“邪恶大师”的成员。,否,0,邪恶大师,泽莫男爵,6,团队执行者,BULLDOZER/HENRY CAMP,0.0275915822291504,0.0001725920777692,6,0.5944,0.2147
"OSBORN, NORMIE",诺米·奥斯本,男,反派,科技,穿戴高科技绿魔装甲，具备飞行、增强力量、发射能量武器和投掷南瓜炸弹的能力。,否,0,邪恶六人组,诺曼·奥斯本,6,复仇心切,"OSBORN, NORMIE",0.027435697583788,0.0003345993449906,1,0.7095,0.1477
"JONES, MARLO CHANDLE",马洛·钱德尔·琼斯,女,反派,变异,拥有超强的心灵感应和精神控制能力，能操纵他人思维并制造幻象。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,7,双重间谍,"JONES, MARLO CHANDLE",0.027435697583788,0.0010238089850134,0,0.7751,0.1193
URSA MAJOR/MIKHAIL U,大熊/米哈伊尔·U,男,正派,变异,能够变身为巨大的北极熊，拥有超人的力量、耐力和感官，并能控制其他熊类。,否,0,冬卫队,红卫兵,4,团队核心,URSA MAJOR/MIKHAIL U,0.027435697583788,9.080219734459228e-05,0,0.329,0.6307
SHIP,飞船,非人类,正派,科技,一艘拥有高度人工智能的宇宙飞船，具备自主飞行、武器系统、生命维持和战术分析能力，可变形并与驾驶员协同作战。,否,0,银河护卫队,星爵,3,忠诚伙伴,SHIP,0.0272798129384255,0.0003540870547583,12,0.6378,0.3543
